"","id_outbreak","Year","icd10n","icd103n","icd104n","icd10c","icd103c","icd104c","Disease","Definition","Country","iso2","iso3","unsd_region","unsd_subregion","who_region","DONs"
"186","2025KIRJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Kiribati","KI","KIR","Oceania","Micronesia","Western Pacific Region","DON2938"
"187","2025KORA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","Korea Republic of","KR","KOR","Asia","Eastern Asia","Western Pacific Region","DON2931"
"188","2025KWTJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Kuwait","KW","KWT","Asia","Western Asia","Eastern Mediterranean Region","DON2938"
"189","2025LAOJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Lao People's Democratic Republic","LA","LAO","Asia","South-eastern Asia","Western Pacific Region","DON2938"
"190","2025LBNB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Lebanon","LB","LBN","Asia","Western Asia","Eastern Mediterranean Region","DON2936"
"191","2025LBNJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Lebanon","LB","LBN","Asia","Western Asia","Eastern Mediterranean Region","DON2938"
"192","2025LBYJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Libya","LY","LBY","Africa","Northern Africa","Eastern Mediterranean Region","DON2938"
"193","2025LCAJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Saint Lucia","LC","LCA","Americas","Latin America and the Caribbean","Region of the Americas","DON2938"
"194","2025LCAU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Saint Lucia","LC","LCA","Americas","Latin America and the Caribbean","Region of the Americas","Coronavirus dashboard"
"195","2025LIEU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Liechtenstein","LI","LIE","Europe","Western Europe",NA,"Coronavirus dashboard"
"196","2025LKAA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","Sri Lanka","LK","LKA","Asia","Southern Asia","South-East Asia Region","DON2931"
"197","2025LKAJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Sri Lanka","LK","LKA","Asia","Southern Asia","South-East Asia Region","DON2938"
"198","2025LSOU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Lesotho","LS","LSO","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"199","2025LTUJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Lithuania","LT","LTU","Europe","Northern Europe","European Region","DON2938"
"200","2025LTUU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Lithuania","LT","LTU","Europe","Northern Europe","European Region","Coronavirus dashboard"
"201","2025LUXJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Luxembourg","LU","LUX","Europe","Western Europe","European Region","DON2938"
"202","2025LUXU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Luxembourg","LU","LUX","Europe","Western Europe","European Region","Coronavirus dashboard"
"203","2025LVAJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Latvia","LV","LVA","Europe","Northern Europe","European Region","DON2938"
"204","2025LVAU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Latvia","LV","LVA","Europe","Northern Europe","European Region","Coronavirus dashboard"
"205","2025MARB05","2025","Viral infections characterized by skin and mucous membrane lesions","Measles","Measles","B00-B09","B05","B05","Measles","A disease of the respiratory system, caused by an infection with Morbillivirus. This disease is characterised by a blotchy rash, fever, cough, conjunctivitis, or malaise. This disease may also present with tiny white spots with bluish-white centres inside the mouth. Transmission is by inhalation of infected respiratory secretions, airborne transmission or direct contact. Confirmation is by detection of Morbillivirus RNA or measles-specific IgM antibodies.","Morocco","MA","MAR","Africa","Northern Africa","Eastern Mediterranean Region","DON2919"
"206","2025MARJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Morocco","MA","MAR","Africa","Northern Africa","Eastern Mediterranean Region","DON2938"
"207","2025MDAJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Moldova Republic of","MD","MDA","Europe","Eastern Europe","European Region","DON2938"
"208","2025MDAU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Moldova Republic of","MD","MDA","Europe","Eastern Europe","European Region","Coronavirus dashboard"
"209","2025MDGJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Madagascar","MG","MDG","Africa","Sub-Saharan Africa","African Region","DON2938"
"210","2025MDGU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Madagascar","MG","MDG","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"211","2025MDVJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Maldives","MV","MDV","Asia","Southern Asia","South-East Asia Region","DON2938"
"212","2025MEXB05","2025","Viral infections characterized by skin and mucous membrane lesions","Measles","Measles","B00-B09","B05","B05","Measles","A disease of the respiratory system, caused by an infection with Morbillivirus. This disease is characterised by a blotchy rash, fever, cough, conjunctivitis, or malaise. This disease may also present with tiny white spots with bluish-white centres inside the mouth. Transmission is by inhalation of infected respiratory secretions, airborne transmission or direct contact. Confirmation is by detection of Morbillivirus RNA or measles-specific IgM antibodies.","Mexico","MX","MEX","Americas","Latin America and the Caribbean","Region of the Americas","DON2916"
"213","2025MEXJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Mexico","MX","MEX","Americas","Latin America and the Caribbean","Region of the Americas","DON2938, DON2914"
"214","2025MEXU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Mexico","MX","MEX","Americas","Latin America and the Caribbean","Region of the Americas","Coronavirus dashboard"
"215","2025MHLJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Marshall Islands","MH","MHL","Oceania","Micronesia","Western Pacific Region","DON2938"
"216","2025MKDJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","North Macedonia","MK","MKD","Europe","Southern Europe","European Region","DON2938"
"217","2025MKDU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","North Macedonia","MK","MKD","Europe","Southern Europe","European Region","Coronavirus dashboard"
"218","2025MLIA369","2025","Other bacterial diseases","Diphtheria","Diphtheria, unspecified","A30-A49","A36","A369","Diphtheria, unspecified","A disease commonly of the respiratory system, caused by an infection of the gram-positive bacteria Corynebacterium diphtheriae. This disease is characterised by sore throat, fever, and a pseudomembrane on the tonsils, pharynx, or nasal cavity. Transmission is by inhalation of infected respiratory secretions, or direct cutaneous contact. Confirmation is by identification of Corynebacterium diphtheriae from a throat swab or infected tissue, and by clinical signs.","Mali","ML","MLI","Africa","Sub-Saharan Africa","African Region","DON2934"
"219","2025MLIU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Mali","ML","MLI","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"220","2025MLTJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Malta","MT","MLT","Europe","Southern Europe","European Region","DON2938"
"221","2025MLTU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Malta","MT","MLT","Europe","Southern Europe","European Region","Coronavirus dashboard"
"222","2025MMRA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Myanmar","MM","MMR","Asia","South-eastern Asia","South-East Asia Region","DON2928"
"223","2025MMRU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Myanmar","MM","MMR","Asia","South-eastern Asia","South-East Asia Region","Coronavirus dashboard"
"224","2025MNEJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Montenegro","ME","MNE","Europe","Southern Europe","European Region","DON2938"
"225","2025MNPJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Northern Mariana Islands","MP","MNP","Oceania","Micronesia",NA,"DON2938"
"226","2025MOZA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Mozambique","MZ","MOZ","Africa","Sub-Saharan Africa","African Region","DON2928"
"227","2025MOZB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Mozambique","MZ","MOZ","Africa","Sub-Saharan Africa","African Region","DON2936"
"228","2025MOZJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Mozambique","MZ","MOZ","Africa","Sub-Saharan Africa","African Region","DON2938"
"229","2025MOZU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Mozambique","MZ","MOZ","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"230","2025MRTA369","2025","Other bacterial diseases","Diphtheria","Diphtheria, unspecified","A30-A49","A36","A369","Diphtheria, unspecified","A disease commonly of the respiratory system, caused by an infection of the gram-positive bacteria Corynebacterium diphtheriae. This disease is characterised by sore throat, fever, and a pseudomembrane on the tonsils, pharynx, or nasal cavity. Transmission is by inhalation of infected respiratory secretions, or direct cutaneous contact. Confirmation is by identification of Corynebacterium diphtheriae from a throat swab or infected tissue, and by clinical signs.","Mauritania","MR","MRT","Africa","Sub-Saharan Africa","African Region","DON2934"
"231","2025MRTA924","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Rift Valley fever","A92-A99","A92","A924","Rift Valley fever","A disease caused by an infection with Rift Valley fever virus. This disease is commonly asymptomatic. This disease may also present with fever, liver abnormalities, weakness, back pain, or dizziness. Transmission is through the bite of an infected mosquito. Confirmation is commonly by detection of Rift Valley fever virus specific IgM or IgG antibodies in a blood sample.","Mauritania","MR","MRT","Africa","Sub-Saharan Africa","African Region","DON2932"
"232","2025MRTU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Mauritania","MR","MRT","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"233","2025MUSA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","Mauritius","MU","MUS","Africa","Sub-Saharan Africa","African Region","DON2931"
"234","2025MUSU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Mauritius","MU","MUS","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"235","2025MWIA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Malawi","MW","MWI","Africa","Sub-Saharan Africa","African Region","DON2928"
"236","2025MWIB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Malawi","MW","MWI","Africa","Sub-Saharan Africa","African Region","DON2936"
"237","2025MYSA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","Malaysia","MY","MYS","Asia","South-eastern Asia","Western Pacific Region","DON2931"
"238","2025MYSB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Malaysia","MY","MYS","Asia","South-eastern Asia","Western Pacific Region","DON2936"
"239","2025MYTA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","Mayotte","YT","MYT","Africa","Sub-Saharan Africa",NA,"DON2931, DON2917"
"240","2025NAMA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Namibia",NA,"NAM","Africa","Sub-Saharan Africa","African Region","DON2928"
"241","2025NAMB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Namibia",NA,"NAM","Africa","Sub-Saharan Africa","African Region","DON2936"
"242","2025NCLA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","New Caledonia","NC","NCL","Oceania","Melanesia",NA,"DON2931"
"243","2025NCLJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","New Caledonia","NC","NCL","Oceania","Melanesia",NA,"DON2938"
"244","2025NERA369","2025","Other bacterial diseases","Diphtheria","Diphtheria, unspecified","A30-A49","A36","A369","Diphtheria, unspecified","A disease commonly of the respiratory system, caused by an infection of the gram-positive bacteria Corynebacterium diphtheriae. This disease is characterised by sore throat, fever, and a pseudomembrane on the tonsils, pharynx, or nasal cavity. Transmission is by inhalation of infected respiratory secretions, or direct cutaneous contact. Confirmation is by identification of Corynebacterium diphtheriae from a throat swab or infected tissue, and by clinical signs.","Niger","NE","NER","Africa","Sub-Saharan Africa","African Region","DON2934"
"245","2025NERJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Niger","NE","NER","Africa","Sub-Saharan Africa","African Region","DON2938"
"246","2025NERU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Niger","NE","NER","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"247","2025NGAA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Nigeria","NG","NGA","Africa","Sub-Saharan Africa","African Region","DON2928"
"248","2025NGAA369","2025","Other bacterial diseases","Diphtheria","Diphtheria, unspecified","A30-A49","A36","A369","Diphtheria, unspecified","A disease commonly of the respiratory system, caused by an infection of the gram-positive bacteria Corynebacterium diphtheriae. This disease is characterised by sore throat, fever, and a pseudomembrane on the tonsils, pharynx, or nasal cavity. Transmission is by inhalation of infected respiratory secretions, or direct cutaneous contact. Confirmation is by identification of Corynebacterium diphtheriae from a throat swab or infected tissue, and by clinical signs.","Nigeria","NG","NGA","Africa","Sub-Saharan Africa","African Region","DON2934"
"249","2025NGAJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Nigeria","NG","NGA","Africa","Sub-Saharan Africa","African Region","DON2938"
"250","2025NGAU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Nigeria","NG","NGA","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"251","2025NICU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Nicaragua","NI","NIC","Americas","Latin America and the Caribbean","Region of the Americas","Coronavirus dashboard"
"252","2025NIUJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Niue","NU","NIU","Oceania","Polynesia","Western Pacific Region","DON2938"
"253","2025NLDB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Netherlands","NL","NLD","Europe","Western Europe","European Region","DON2936"
"254","2025NLDJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Netherlands","NL","NLD","Europe","Western Europe","European Region","DON2938"
